id,latest_ep,name,genre,status,score,review,publish_year,duration,link
3510,4/4,Strike the Blood V,Học đường,Hoàn thành,8.5,125,2022,4 Tập,https://animehay.cam/thong-tin-phim/strike-the-blood-v-3510.html
3510,4/4,Strike the Blood V,Siêu nhiên,Hoàn thành,8.5,125,2022,4 Tập,https://animehay.cam/thong-tin-phim/strike-the-blood-v-3510.html
3510,4/4,Strike the Blood V,Ma cà rồng,Hoàn thành,8.5,125,2022,4 Tập,https://animehay.cam/thong-tin-phim/strike-the-blood-v-3510.html
3055,479/496,Võ Thần Chúa Tể,CN Animation,Đang tiến hành,8.5,1121,2020,496 Tập,https://animehay.cam/thong-tin-phim/vo-than-chua-te-3055.html
3055,479/496,Võ Thần Chúa Tể,Tiên hiệp,Đang tiến hành,8.5,1121,2020,496 Tập,https://animehay.cam/thong-tin-phim/vo-than-chua-te-3055.html
3055,479/496,Võ Thần Chúa Tể,Xuyên không,Đang tiến hành,8.5,1121,2020,496 Tập,https://animehay.cam/thong-tin-phim/vo-than-chua-te-3055.html
3055,479/496,Võ Thần Chúa Tể,Trùng sinh,Đang tiến hành,8.5,1121,2020,496 Tập,https://animehay.cam/thong-tin-phim/vo-than-chua-te-3055.html
3055,479/496,Võ Thần Chúa Tể,Huyền ảo,Đang tiến hành,8.5,1121,2020,496 Tập,https://animehay.cam/thong-tin-phim/vo-than-chua-te-3055.html
3994,23/37,Sengoku Youko,Anime,Đang tiến hành,7.2,83,2024,37 Tập,https://animehay.cam/thong-tin-phim/sengoku-youko-3994.html
3994,23/37,Sengoku Youko,Hành động,Đang tiến hành,7.2,83,2024,37 Tập,https://animehay.cam/thong-tin-phim/sengoku-youko-3994.html
3994,23/37,Sengoku Youko,Giả tưởng,Đang tiến hành,7.2,83,2024,37 Tập,https://animehay.cam/thong-tin-phim/sengoku-youko-3994.html
3994,23/37,Sengoku Youko,Shounen,Đang tiến hành,7.2,83,2024,37 Tập,https://animehay.cam/thong-tin-phim/sengoku-youko-3994.html
3994,23/37,Sengoku Youko,Drama,Đang tiến hành,7.2,83,2024,37 Tập,https://animehay.cam/thong-tin-phim/sengoku-youko-3994.html
3994,23/37,Sengoku Youko,Siêu nhiên,Đang tiến hành,7.2,83,2024,37 Tập,https://animehay.cam/thong-tin-phim/sengoku-youko-3994.html
3994,23/37,Sengoku Youko,Phiêu lưu,Đang tiến hành,7.2,83,2024,37 Tập,https://animehay.cam/thong-tin-phim/sengoku-youko-3994.html
3723,80/182,Tiên Võ Truyện,CN Animation,Đang tiến hành,8.4,435,2023,182 Tập,https://animehay.cam/thong-tin-phim/tien-vo-truyen-3723.html
3723,80/182,Tiên Võ Truyện,Tiên hiệp,Đang tiến hành,8.4,435,2023,182 Tập,https://animehay.cam/thong-tin-phim/tien-vo-truyen-3723.html
3723,80/182,Tiên Võ Truyện,Huyền ảo,Đang tiến hành,8.4,435,2023,182 Tập,https://animehay.cam/thong-tin-phim/tien-vo-truyen-3723.html
3879,55/76,Tiên Nghịch,CN Animation,Đang tiến hành,9.3,1233,2023,76 Tập,https://animehay.cam/thong-tin-phim/tien-nghich-3879.html
3879,55/76,Tiên Nghịch,Tiên hiệp,Đang tiến hành,9.3,1233,2023,76 Tập,https://animehay.cam/thong-tin-phim/tien-nghich-3879.html
3879,55/76,Tiên Nghịch,Huyền ảo,Đang tiến hành,9.3,1233,2023,76 Tập,https://animehay.cam/thong-tin-phim/tien-nghich-3879.html
